EventID,EventNames,EventRequiredFeatures,EventText,EventPreRequirements,EventMultiplier,EventPossibleScenes,EventForcedEmotion,EventClothed,EventRewardPunishment,EventAppliedModifiers,EventIncompatibleModifiers,EventRequiredModifiers,EventToggleDiff,EventKink,EventIncompatibleLayers,EventCountedPossible
ID130,BurpThankHer,Burping,[PREAMBLE] thank her out loud after she burps on you.,ReadyStep,1,Special_NoIK_FaceSit,,Yes,Reward,,,,,12,All,
ID131,BurpBegMore,Burping,[PREAMBLE] beg her to burp in your face again.,,4,Special_Animate_HandShoulders,,No,Reward,,,,,14,All,
ID132,BurpNosePress,"Burping, Smothering",[PREAMBLE] press your nose up to her mouth while she burps on you.,ReadyStep,1,Special_NoIK_FaceSit,,Yes,Reward,,,,,10,All,
ID133,FaceSitPee,"Her Watersports, Smothering",[PREAMBLE] stay under her while she pees on your face.,ReadyStep,1,Special_NoIK_FaceSit,,Yes,Reward,,,,,5,All,
ID134,ButtFaceSitPee,"Her Watersports, Smothering",[PREAMBLE] keep her butt on your face while she pisses on you.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,5,All,
ID135,GoldenShowerHold,"Her Watersports, Smothering",[PREAMBLE] hold still and take her golden shower on your face.,ReadyStep,1,Special_NoIK_FaceSit,,Yes,Reward,,,,,5,All,
ID136,OpenMouthPee,"Her Watersports, Smothering",[PREAMBLE] open your mouth under her while she pees on you.,ReadyStep,1,Special_NoIK_FaceSit,,Yes,Reward,,,,,5,All,
ID137,PeeThankHer,Her Watersports,[PREAMBLE] thank her for peeing on you.,ReadyStep,1,Special_NoIK_FaceSit,,Yes,Reward,,,,,5,All,
ID138,PeeBegMore,"Her Watersports, Smothering",[PREAMBLE] beg her to keep pissing on your face.,ReadyStep,1,Special_NoIK_FaceSit,,Yes,Reward,,,,,5,All,
ID139,PeeEyeContact,"Her Watersports, Smothering",[PREAMBLE] keep eye contact while she pees on your face.,ReadyStep,1,Special_NoIK_FaceSit,,Yes,Reward,,,,,5,All,
ID140,PeeDrinkCatch,"Her Watersports, Smothering",[PREAMBLE] catch her piss on your tongue while she pees on you.,ReadyStep,1,Special_NoIK_FaceSit,,Yes,Reward,,MouthBusy,,,5,All,
ID141,FartGasChamber,"Farting, Smothering",[PREAMBLE] seal your face under her cheeks and take every fart like a gas chamber.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID142,FartTongueOut,"Farting, Smothering",[PREAMBLE] stick your tongue out under her butthole while she farts on it.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID143,FartHandsOff,"Farting, Smothering",[PREAMBLE] keep your hands off yourself and just take her farts on your face.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID144,FartNoTouchGas,"Farting, Smothering",[PREAMBLE] hands behind your back while she sits on your face and farts.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID145,FartLoudSoftGuess,"Farting, Smothering",[PREAMBLE] guess out loud if her next fart will be loud or soft before she lets it go on your face.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID146,FartSmellReport,"Farting, Smothering",[PREAMBLE] describe how her fart smells while she keeps your face trapped under her ass.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID147,FartPraiseGas,"Farting, Smothering",[PREAMBLE] praise her gas out loud after every fart she gives you.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID148,FartBegLouder,Farting,[PREAMBLE] beg her to fart louder right into your face.,,1,Special_Animate_Concern[ButtWorship],,No,Reward,,,,,0,All,
ID149,FartSwallowGas,"Farting, Smothering",[PREAMBLE] open your throat and try to swallow her fart as she pushes it into your mouth.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID150,FartRapidFire,"Farting, Smothering",[PREAMBLE] stay under her for a rapid-fire string of farts with no mercy.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID151,FartCheekSpreadTrap,"Farting, Butt Worship",[PREAMBLE] spread her cheeks wide and keep your nose locked to her hole while she farts.,,1,Special_Animate_Concern[ButtWorship],,No,Reward,,,,,0,"Oral, Service",
ID152,FartAfterKiss,"Farting, Butt Worship",[PREAMBLE] kiss her hole then immediately take the fart she pushes into your face.,,1,Special_Animate_Concern[ButtWorship],,No,Reward,,MouthBusy,,,0,"Oral, Service",
ID153,FartThighLock,"Farting, Smothering",[PREAMBLE] let her thighs lock around your head while she farts on your face.,ReadyStep,1,Special_NoIK_FaceSit,,Yes,Reward,,,,,0,All,
ID154,FartWakeUpSniff,"Farting, Smothering",[PREAMBLE] wake yourself up by sniffing hard every time she farts on you.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID155,FartDizzyHold,"Farting, Smothering",[PREAMBLE] stay under her until her farts make you dizzy then thank her.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID156,FartOnlyAir,"Farting, Smothering",[PREAMBLE] only breathe when she farts - hold your breath between her gas.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID157,FartRankSmell,"Farting, Smothering",[PREAMBLE] rank each fart from 1 to 10 out loud while she sits on your face.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID158,FartAskPermission,Farting,[PREAMBLE] ask permission to smell her next fart then thank her when she gives it.,,1,Special_Animate_Concern[ButtWorship],,No,Reward,,,,,2,All,
ID159,FartNoseDeep,"Farting, Smothering",[PREAMBLE] bury your nose as deep as you can between her cheeks for the next fart.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID160,FartEyesWater,"Farting, Smothering",[PREAMBLE] keep your face pressed up until her fart makes your eyes water.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID161,TortureGasFlood,"Farting, Smothering",[PREAMBLE] endure a full gas flood - she will not lift her ass until she is empty on your face.,ReadyStep,2,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID162,TortureHandsOffEdgeDeny,"Farting, Smothering",[PREAMBLE] hands completely off - no edging - just suffer her farts on your face.,ReadyStep,2,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID163,TortureBegForGas,Farting,[PREAMBLE] beg shamelessly to be her fart toilet and mean it.,,2,Special_Animate_Concern[ButtWorship],,No,Reward,,,,,0,All,
ID164,TortureSilentSniff,"Farting, Smothering",[PREAMBLE] do not speak - only sniff and take her farts until she allows you to thank her.,ReadyStep,2,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID165,TortureMouthFunnel,"Farting, Smothering",[PREAMBLE] make a seal with your lips on her hole and funnel every fart into your mouth.,ReadyStep,2,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID166,TortureCountOrElse,"Farting, Smothering",[PREAMBLE] count every fart correctly - miss one and apologize while she farts again.,ReadyStep,2,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID167,TortureAssWorshipGas,"Farting, Butt Worship",[PREAMBLE] worship her ass between farts then open wide for the next one.,,2,Special_Animate_Concern[ButtWorship],,No,Reward,,MouthBusy,,,0,"Oral, Service",
ID168,TortureNoHandsHard,"Farting, Smothering",[PREAMBLE] stay hard with no hands while she farts on your face - pleasure is not the point.,ReadyStep,2,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID169,TortureLongPush,"Farting, Smothering",[PREAMBLE] hold still through one extremely long fart pressed to your nose and mouth.,ReadyStep,2,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID170,TortureGasBreak,"Farting, Smothering",[PREAMBLE] this is your break - no stroking - only her butt and her farts.,ReadyStep,2,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID171,TortureSpitPolish,"Farting, Butt Worship",[PREAMBLE] spit-polish her hole then take the fart she rewards you with.,,2,Special_Animate_Concern[ButtWorship],,No,Reward,,MouthBusy,,,0,"Oral, Service",
ID172,TortureFaceOwned,"Farting, Smothering",[PREAMBLE] admit out loud that your face belongs under her ass for farting.,ReadyStep,2,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID173,TortureDoublePress,"Farting, Smothering",[PREAMBLE] after each fart press harder into her cheeks and ask for another.,ReadyStep,2,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID174,TortureHumiliateSniff,"Farting, Smothering",[PREAMBLE] call yourself her fart sniffer between each blast she gives you.,ReadyStep,2,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID175,TortureCameraGas,"Farting, Smothering",[PREAMBLE] keep your face aimed up at her like a camera while she farts down onto you.,ReadyStep,2,Special_NoIK_FaceSit,,Yes,Reward,,,,,0,All,
ID176,TortureGaspCycle,"Farting, Smothering",[PREAMBLE] gasp clean air only between farts - then dive back under for more gas.,ReadyStep,2,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID177,TortureThankToilet,"Farting, Smothering",[PREAMBLE] thank her for using your face as her fart toilet after every push.,ReadyStep,2,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID178,TortureNoEdgeBreak,Farting,[PREAMBLE] ignore the urge to edge - focus only on begging for her next fart.,,2,Special_Animate_Concern[ButtWorship],,No,Reward,,,,,0,All,
ID179,TortureSealAndShake,"Farting, Smothering",[PREAMBLE] keep a tight seal on her cheeks while she shakes out another fart on you.,ReadyStep,2,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID180,TortureEnduranceGas,"Farting, Smothering",[PREAMBLE] prove your endurance - take as many farts as she wants without pulling away.,ReadyStep,2,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID181,DutchOvenFart,"Farting, Smothering",[PREAMBLE] stay under the covers for a dutch oven while she farts into your face.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID182,DutchOvenSeal,"Farting, Smothering",[PREAMBLE] do not lift the blanket - take her dutch oven farts trapped against your face.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID183,DutchOvenThank,"Farting, Smothering",[PREAMBLE] thank her for dutch-ovening you while she keeps the covers sealed and farts.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID184,DutchOvenBeg,"Farting, Smothering",[PREAMBLE] beg her not to lift the covers while she fills the dutch oven with farts on your face.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID185,DutchOvenHoldBreath,"Farting, Smothering",[PREAMBLE] hold your breath in her dutch oven then gasp her fart gas when she says.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID186,FartMaskTube,"Farting, Smothering",[PREAMBLE] keep the fart mask sealed on your face while she farts through the tube into it.,ReadyStep,1,Special_NoIK_FaceSit,,Yes,Reward,,,,,0,All,
ID187,FartMaskInhale,"Farting, Smothering",[PREAMBLE] inhale only through the fart mask as she pushes gas through the tube to your face.,ReadyStep,1,Special_NoIK_FaceSit,,Yes,Reward,,,,,0,All,
ID188,FartMaskNoRemove,"Farting, Smothering",[PREAMBLE] do not remove the fart mask - take every blast she sends through the tube.,ReadyStep,1,Special_NoIK_FaceSit,,Yes,Reward,,,,,0,All,
ID189,FartMaskThankTube,"Farting, Smothering",[PREAMBLE] thank her through the fart mask each time she farts down the tube into your face.,ReadyStep,1,Special_NoIK_FaceSit,,Yes,Reward,,,,,0,All,
ID190,FartMaskOpenMouth,"Farting, Smothering",[PREAMBLE] open your mouth inside the fart mask while she fills it with farts through the tube.,ReadyStep,1,Special_NoIK_FaceSit,,Yes,Reward,,,,,0,All,
ID191,FartMaskHandsOff,"Farting, Smothering",[PREAMBLE] hands off - leave the fart mask on while she feeds you farts through the tube.,ReadyStep,1,Special_NoIK_FaceSit,,Yes,Reward,,,,,0,All,
ID192,FartMaskCountBlasts,"Farting, Smothering",[PREAMBLE] count each fart blast that comes through the tube into your fart mask.,ReadyStep,1,Special_NoIK_FaceSit,,Yes,Reward,,,,,0,All,
ID193,FartMaskDutchCombo,"Farting, Smothering",[PREAMBLE] wear the fart mask under the covers for a dutch oven while she farts through the tube into your face.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID194,ButtFaceSitScat,"Scat, Smothering",[PREAMBLE] stay under her while she shits on your face.,ReadyStep,10,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID195,FaceSitScat,"Scat, Smothering",[PREAMBLE] keep still as she lowers herself and shits on you.,ReadyStep,10,Special_NoIK_FaceSit,,Yes,Reward,,,,,0,All,
ID196,ScatOpenMouth,"Scat, Smothering",[PREAMBLE] open your mouth under her while she feeds you shit.,ReadyStep,12,Special_NoIK_ButtFaceSit,,Yes,Reward,,MouthBusy,,,0,All,
ID197,ScatHoldStill,"Scat, Smothering",[PREAMBLE] hold still and take her scat on your face.,ReadyStep,10,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID198,ScatBrownShower,"Scat, Smothering",[PREAMBLE] take her brown shower pressed to your face.,ReadyStep,12,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID199,ScatThankHer,Scat,[PREAMBLE] thank her out loud for shitting on you.,ReadyStep,10,Special_NoIK_FaceSit,,Yes,Reward,,,,,0,All,
ID200,ScatBegMore,"Scat, Smothering",[PREAMBLE] beg her to keep shitting on your face.,ReadyStep,12,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID201,ScatEyeContact,"Scat, Smothering",[PREAMBLE] keep eye contact while she shits on your face.,ReadyStep,10,Special_NoIK_FaceSit,,Yes,Reward,,,,,0,All,
ID202,ScatTongueOut,"Scat, Smothering",[PREAMBLE] stick your tongue out and take her shit on it.,ReadyStep,12,Special_NoIK_ButtFaceSit,,Yes,Reward,,MouthBusy,,,0,All,
ID203,ScatWorshipAfter,"Scat, Butt Worship",[PREAMBLE] kiss her butt right after she shits on your face.,,8,Special_Animate_Concern[ButtWorship],,No,Reward,,MouthBusy,,,2,"Oral, Service",
ID204,ScatNosePress,"Scat, Smothering",[PREAMBLE] press your nose between her cheeks while she shits on you.,ReadyStep,12,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID205,ScatHandsOff,"Scat, Smothering",[PREAMBLE] hands off - just take her scat on your face.,ReadyStep,14,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID206,SkunkSprayFace,"Skunk Girl, Smothering",[PREAMBLE] stay under her while she raises her skunk tail and sprays you in the face.,ReadyStep,12,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID207,SkunkTailTease,"Skunk Girl, Farting",[PREAMBLE] watch her skunk tail lift before she sprays musk at you.,ReadyStep,1,Special_Animate_Concern[ButtWorship],,No,Reward,,,,,2,All,
ID208,SkunkSprayHold,"Skunk Girl, Smothering",[PREAMBLE] hold still for her skunk spray while her tail is raised over you.,ReadyStep,12,Special_NoIK_FaceSit,,Yes,Reward,,,,,0,All,
ID209,SkunkSprayThank,"Skunk Girl, Smothering",[PREAMBLE] thank her for the skunk spray after she musk-sprays your face.,ReadyStep,10,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID210,SkunkSprayBeg,"Skunk Girl, Farting",[PREAMBLE] beg the skunk girl to raise her tail and spray you again.,,1,Special_Animate_Concern[ButtWorship],,No,Reward,,,,,0,All,
ID211,SkunkFartCombo,"Skunk Girl, Farting, Smothering",[PREAMBLE] take her skunk spray then her fart while her tail stays raised.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID212,PantyShartFace,"Panty Sharting, Smothering, Farting",[PREAMBLE] stay under her while she sharts in her panties on your face.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID213,PantyShartThrough,"Panty Sharting, Farting, Smothering",[PREAMBLE] feel her shart through her panties pressed to your face.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID214,PantyShartSniff,"Panty Sharting, Farting",[PREAMBLE] sniff her panties after she sharts in them.,ReadyStep,1,Special_Animate_Concern[ButtWorship],,No,Reward,,,,,2,All,
ID215,PantyShartHold,"Panty Sharting, Smothering",[PREAMBLE] hold still for a long panty shart against your nose.,ReadyStep,1,Special_NoIK_ButtFaceSit,,Yes,Reward,,,,,0,All,
ID216,PantyShartThank,"Panty Sharting, Farting",[PREAMBLE] thank her for sharting in her panties on you.,ReadyStep,1,Special_NoIK_FaceSit,,Yes,Reward,,,,,0,All,
ID217,PantyShartBeg,"Panty Sharting, Farting",[PREAMBLE] beg her to shart in her panties for you again.,,1,Special_Animate_Concern[ButtWorship],,No,Reward,,,,,0,All,
ID225,ArmpitSmotherStink,"Stinky Armpits, Smothering, Armpit",[PREAMBLE] stay trapped in her armpit smother and inhale her pit stink.,ReadyStep,12,Special_NoIK_PitSmother,,Yes,Reward,,,,,0,All,
ID226,ArmpitSniffDeep,"Stinky Armpits, Armpit",[PREAMBLE] bury your nose in her armpit and sniff her disgusting armpits.,ReadyStep,10,Special_Animate_BackHandsOver,,No,Reward,,MouthBusy,,,0,"Oral, Service",
ID227,ArmpitLickThenSniff,"Stinky Armpits, Armpit",[PREAMBLE] lick her armpit then sniff her smelly armpits hard.,ReadyStep,10,Special_Animate_BackHandsOver,,No,Reward,,MouthBusy,,,0,"Oral, Service",
ID228,ArmpitHoldBreath,"Stinky Armpits, Smothering",[PREAMBLE] hold your breath under her armpit smother then gasp her stinky armpits.,ReadyStep,14,Special_NoIK_PitSmother,,Yes,Reward,,,,,0,All,
ID229,ArmpitThankHer,"Stinky Armpits, Armpit",[PREAMBLE] thank her for armpit torture after sniffing her stinky armpits.,ReadyStep,10,Special_NoIK_PitSmother,,Yes,Reward,,,,,0,All,
ID230,ArmpitBegMore,"Stinky Armpits, Armpit",[PREAMBLE] beg her to smother you with her disgusting armpits again.,,10,Special_Animate_BackHandsOver,,No,Reward,,,,,0,All,
ID231,ArmpitNoseLock,"Stinky Armpits, Smothering, Armpit",[PREAMBLE] keep your nose locked in her armpit for her pit stink.,ReadyStep,12,Special_NoIK_PitSmother,,Yes,Reward,,,,,0,All,
ID218,SockFaceSmother,"Stinky Socks, Smothering, Feet",[PREAMBLE] stay under her feet while she presses her dirty socks onto your face.,ReadyStep,1,Special_NoIK_FaceStomp,,Yes,Reward,,,,,5,All,
ID219,SockSniffHard,"Stinky Socks, Smothering, Feet",[PREAMBLE] sniff deep while her socked foot stays mashed on your face.,ReadyStep,1,Special_NoIK_FaceStomp,,Yes,Reward,,,,,5,All,
ID220,SockInhaleTorture,"Stinky Socks, Smothering, Feet",[PREAMBLE] inhale only through her dirty socks as she foot-smothers your face.,ReadyStep,1,Special_NoIK_FaceStomp,,Yes,Reward,,,,,5,All,
ID221,SockThankHer,"Stinky Socks, Smothering, Feet",[PREAMBLE] thank her for foot-smothering you with her stinky socks.,ReadyStep,1,Special_NoIK_FaceStomp,,Yes,Reward,,,,,5,All,
ID222,SockBegMore,"Stinky Socks, Smothering, Feet",[PREAMBLE] beg her to keep her dirty socked feet on your face.,ReadyStep,1,Special_NoIK_FaceStomp,,Yes,Reward,,,,,5,All,
ID223,SockFootPress,"Stinky Socks, Smothering, Feet",[PREAMBLE] take her stinky socked feet pressed hard onto your face.,ReadyStep,1,Special_NoIK_FaceStomp,,Yes,Reward,,,,,5,All,
ID224,SockCountBreaths,"Stinky Socks, Smothering, Feet",[PREAMBLE] count each breath under her dirty socks while she foot-smothers you.,ReadyStep,1,Special_NoIK_FaceStomp,,Yes,Reward,,,,,5,All,
ID232,SockSoleGrind,"Stinky Socks, Smothering, Feet",[PREAMBLE] keep still while she grinds her socked sole over your nose and mouth.,ReadyStep,1,Special_NoIK_FaceStomp,,Yes,Reward,,,,,5,All,
ID233,SockBothFeet,"Stinky Socks, Smothering, Feet",[PREAMBLE] let both of her dirty socked feet cover your face.,ReadyStep,1,Special_NoIK_FaceStomp,,Yes,Reward,,,,,5,All,
